class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-root,stem-surface,stem-color,has-ring,ring-type,spore-print-color,habitat,season,stem-width_cm
1,10.7,x,h,g,f,s,c,p,6.12,b,i,n,f,f,k,d,a,1.75
1,9.64,x,h,g,f,s,c,p,7.93,b,i,n,f,f,u,d,u,1.6940000000000002
1,12.19,x,s,w,f,s,c,y,7.04,f,i,n,f,f,k,d,a,1.7579999999999998
1,11.06,x,s,n,f,s,c,y,8.2,r,i,n,f,f,w,d,a,1.766
1,8.56,x,s,g,f,s,c,y,6.13,f,i,n,f,f,r,d,a,1.591
1,15.39,x,s,n,f,s,c,p,8.71,b,i,n,f,f,w,d,u,1.8579999999999999
1,14.17,x,s,w,f,s,d,p,7.99,s,i,n,f,f,w,d,a,1.8
1,14.62,x,h,g,f,s,c,p,8.24,b,i,n,f,f,k,d,u,1.94
1,15.87,x,s,g,f,s,c,y,8.35,s,i,n,f,f,k,d,a,1.807
1,13.71,x,h,y,f,s,d,y,6.73,f,i,n,f,f,w,d,u,1.6179999999999999
1,9.47,x,h,w,f,s,c,y,5.9,r,i,n,f,f,n,d,u,1.55
1,11.31,x,h,g,f,s,d,y,7.1,c,i,n,f,f,k,d,a,1.6350000000000002
1,11.92,x,h,g,f,s,c,p,7.84,b,i,n,f,f,k,d,u,1.791
1,9.61,x,h,g,f,s,c,p,7.13,c,i,n,f,f,p,d,u,1.7870000000000001
1,11.37,x,s,n,f,s,c,y,6.72,f,i,n,f,f,k,d,u,1.637
1,12.32,x,h,y,f,s,c,y,8.34,s,i,n,f,f,n,d,u,1.8379999999999999
1,11.75,x,s,g,f,s,d,p,7.04,f,i,n,f,f,r,d,a,1.6940000000000002
1,14.86,x,s,g,f,s,c,p,7.91,b,i,n,f,f,w,d,a,1.816
1,13.53,x,s,g,f,s,c,y,7.92,c,i,n,f,f,k,d,u,1.687
1,6.66,x,h,n,f,s,c,p,7.31,s,i,n,f,f,w,d,u,1.611
1,10.72,x,h,n,f,s,c,y,7.19,b,i,n,f,f,u,d,u,1.738
1,7.99,x,h,y,f,s,c,p,7.9,s,i,n,f,f,k,d,a,1.762
1,12.64,x,s,y,f,s,c,p,6.84,s,i,n,f,f,k,d,a,1.69
1,10.44,x,h,y,f,s,c,y,7.24,s,i,n,f,f,k,d,u,1.7120000000000002
1,13.21,x,h,w,f,s,c,p,8.76,s,i,n,f,f,k,d,u,1.6460000000000001
1,9.44,x,s,y,f,s,c,y,6.8,b,i,n,f,f,p,d,a,1.6059999999999999
1,10.83,x,h,n,f,s,c,y,6.35,s,i,n,f,f,n,d,a,1.592
1,12.15,x,h,n,f,s,d,p,6.44,s,i,n,f,f,k,d,a,1.7
1,9.99,x,h,n,f,s,d,p,7.33,c,i,n,f,f,k,d,a,1.8010000000000002
1,14.0,x,h,n,f,s,d,p,8.45,b,i,n,f,f,w,d,a,1.8510000000000002
1,10.84,x,h,w,f,s,d,p,8.81,s,i,n,f,f,n,d,a,1.85
1,11.34,x,h,y,f,s,f,p,7.52,f,i,n,f,f,p,d,a,1.701
1,11.0,x,h,g,f,s,c,y,6.17,r,i,n,f,f,k,d,u,1.702
1,13.19,x,h,w,f,s,c,p,6.7,f,i,n,f,f,w,d,u,1.5550000000000002
1,9.18,x,s,n,f,s,c,p,7.79,b,i,n,f,f,k,d,u,1.723
1,12.23,x,s,g,f,s,d,p,6.83,b,i,n,f,f,w,d,a,1.7449999999999999
1,12.43,x,s,w,f,s,d,p,7.15,s,i,n,f,f,k,d,u,1.798
1,10.36,x,h,y,f,s,c,y,5.27,r,i,n,f,f,w,d,a,1.584
1,12.32,x,h,n,f,s,d,p,8.14,b,i,n,f,f,w,d,u,1.8
1,11.91,x,h,w,f,s,c,y,7.98,s,i,n,f,f,p,d,a,1.8190000000000002
1,11.68,x,h,g,f,s,c,p,7.39,b,i,n,f,f,w,d,a,1.7239999999999998
1,14.53,x,s,w,f,s,c,p,8.62,b,i,n,f,f,p,d,a,1.916
1,8.65,x,h,y,f,s,c,y,6.92,f,i,n,f,f,w,d,u,1.6760000000000002
1,13.97,x,s,g,f,s,c,y,8.22,s,i,n,f,f,k,d,u,1.779
1,14.08,x,h,g,f,s,c,y,8.44,b,i,n,f,f,n,d,a,1.862
1,11.7,x,h,w,f,s,c,y,7.89,s,i,n,f,f,k,d,u,1.7600000000000002
1,10.96,x,s,n,f,s,d,p,7.21,f,i,n,f,f,u,d,a,1.797
1,13.23,x,h,n,f,s,c,y,7.38,s,i,n,f,f,u,d,a,1.748
1,9.89,x,s,n,f,s,c,p,6.14,f,i,n,f,f,k,d,u,1.634
1,12.74,x,h,g,f,s,f,p,7.15,b,i,n,f,f,w,d,u,1.786
1,12.9,x,s,y,f,s,c,y,8.31,f,i,n,f,f,w,d,u,1.8399999999999999
1,8.92,x,s,y,f,s,d,p,6.43,b,i,n,f,f,w,d,a,1.6440000000000001
1,13.88,x,h,g,f,s,c,p,8.22,s,i,n,f,f,k,d,a,1.781
1,13.5,x,h,y,f,s,c,p,8.29,b,i,n,f,f,k,d,a,1.924
1,10.86,x,h,g,f,s,c,p,7.5,c,i,n,f,f,k,d,a,1.761
1,5.86,x,h,y,f,s,c,p,8.92,s,i,n,f,f,g,d,a,1.832
1,13.26,x,h,n,f,s,c,p,7.71,s,i,n,f,f,k,d,a,1.763
1,13.79,x,h,n,f,s,d,p,7.35,s,i,n,f,f,p,d,a,1.719
1,11.78,x,h,y,f,s,c,p,6.9,s,i,n,f,f,w,d,u,1.716
1,10.82,x,s,n,f,s,d,y,7.12,b,i,n,f,f,u,d,a,1.7120000000000002
1,13.78,x,s,y,f,s,f,p,8.76,b,i,n,f,f,k,d,u,1.877
1,9.29,x,h,w,f,s,d,y,6.88,r,i,n,f,f,w,d,a,1.6260000000000001
1,12.82,x,h,n,f,s,c,y,6.86,s,i,n,f,f,r,d,u,1.791
1,7.62,x,s,g,f,s,f,p,7.49,b,i,n,f,f,k,d,u,1.7429999999999999
1,14.69,x,s,n,f,s,c,y,7.05,b,i,n,f,f,k,d,u,1.666
1,10.12,x,h,w,f,s,d,y,7.91,r,i,n,f,f,k,d,u,1.7399999999999998
1,12.8,x,h,w,f,s,c,p,8.69,f,i,n,f,f,k,d,u,1.7850000000000001
1,13.02,x,s,n,f,s,c,p,7.09,b,i,n,f,f,k,d,a,1.794
1,11.04,x,h,n,f,s,c,p,7.52,s,i,n,f,f,k,d,u,1.8760000000000001
1,12.08,x,s,w,f,s,c,p,7.49,b,i,n,f,f,k,d,u,1.7489999999999999
1,12.04,x,s,n,f,s,c,p,5.94,f,i,n,f,f,n,d,u,1.6940000000000002
1,13.44,x,h,y,f,s,c,p,8.63,b,i,n,f,f,k,d,u,1.818
1,13.63,x,s,g,f,s,c,y,8.47,b,i,n,f,f,k,d,u,1.864
1,13.42,x,s,y,f,s,c,p,8.61,b,i,n,f,f,k,d,u,1.8219999999999998
1,5.86,x,s,y,f,s,c,p,7.5,s,i,n,f,f,k,d,a,1.844
1,14.05,x,s,n,f,s,d,y,8.06,s,i,n,f,f,n,d,u,1.886
1,12.84,x,s,g,f,s,c,y,7.36,f,i,n,f,f,n,d,u,1.6440000000000001
1,14.39,x,h,n,f,s,c,p,8.11,b,i,n,f,f,g,d,u,1.688
1,5.86,x,h,w,f,s,c,y,10.1,f,i,n,f,f,w,d,u,1.845
1,10.35,x,s,w,f,s,c,y,7.81,r,i,n,f,f,n,d,a,1.8010000000000002
1,12.45,x,h,y,f,s,c,p,7.48,r,i,n,f,f,p,d,u,1.7280000000000002
1,11.83,x,h,y,f,s,d,p,6.67,b,i,n,f,f,g,d,a,1.73
1,12.18,x,h,g,f,s,c,y,7.52,s,i,n,f,f,w,d,u,1.7719999999999998
1,11.95,x,h,w,f,s,c,y,7.76,r,i,n,f,f,k,d,a,1.7710000000000001
1,12.64,x,s,g,f,s,c,y,7.05,s,i,n,f,f,n,d,u,1.6789999999999998
1,12.46,x,h,g,f,s,f,y,7.16,s,i,n,f,f,w,d,u,1.7489999999999999
1,10.73,x,h,g,f,s,d,y,8.1,b,i,n,f,f,p,d,u,1.7920000000000003
1,13.59,x,h,n,f,s,c,p,7.06,b,i,n,f,f,n,d,a,1.72
1,13.62,x,s,g,f,s,c,p,8.4,c,i,n,f,f,k,d,u,1.813
1,9.83,x,s,y,f,s,f,p,7.21,r,i,n,f,f,g,d,u,1.6780000000000002
1,12.19,x,h,n,f,s,c,y,6.58,b,i,n,f,f,k,d,a,1.7469999999999999
1,11.36,x,s,y,f,s,c,p,6.66,r,i,n,f,f,p,d,u,1.636
1,5.86,x,s,g,f,s,c,p,7.6,s,i,n,f,f,k,d,a,1.754
1,9.92,x,h,y,f,s,f,y,6.87,b,i,n,f,f,k,d,u,1.6469999999999998
1,9.91,x,s,w,f,s,c,p,7.05,s,i,n,f,f,w,d,u,1.705
1,11.64,x,h,w,f,s,c,p,8.08,s,i,n,f,f,p,d,a,1.7550000000000001
1,10.22,x,s,g,f,s,c,y,7.48,b,i,n,f,f,k,d,a,1.7289999999999999
1,13.28,x,s,y,f,s,c,y,7.54,b,i,n,f,f,n,d,a,1.7850000000000001
1,12.31,x,s,y,f,s,c,p,7.71,s,i,n,f,f,k,d,u,1.781
1,13.26,x,s,g,f,s,c,y,8.25,s,i,n,f,f,w,d,a,1.8359999999999999
1,10.64,x,s,y,f,s,c,y,5.84,b,i,n,f,f,w,d,u,1.691
1,12.58,x,h,g,f,s,c,y,6.61,b,i,n,f,f,w,d,u,1.7129999999999999
1,16.05,x,h,n,f,s,c,y,9.22,r,i,n,f,f,p,d,a,1.83
1,12.03,x,s,g,f,s,c,p,7.71,s,i,n,f,f,k,d,u,1.7
1,10.67,x,h,w,f,s,d,y,7.44,b,i,n,f,f,n,d,u,1.722
1,8.72,x,h,n,f,s,c,y,6.99,f,i,n,f,f,n,d,a,1.6949999999999998
1,14.36,x,h,w,f,s,f,y,7.79,b,i,n,f,f,n,d,a,1.843
1,12.4,x,h,y,f,s,c,y,7.63,b,i,n,f,f,p,d,a,1.7420000000000002
1,14.56,x,s,g,f,s,c,y,8.57,f,i,n,f,f,n,d,u,1.8239999999999998
1,9.42,x,h,y,f,s,c,y,5.78,r,i,n,f,f,p,d,u,1.637
1,10.33,x,s,n,f,s,c,p,6.32,b,i,n,f,f,n,d,u,1.7420000000000002
1,13.26,x,s,y,f,s,d,y,8.17,r,i,n,f,f,k,d,a,1.8829999999999998
1,11.05,x,s,y,f,s,f,y,7.67,s,i,n,f,f,g,d,a,1.794
1,10.11,x,s,g,f,s,c,p,8.02,c,i,n,f,f,p,d,a,1.735
1,11.87,x,s,y,f,s,d,p,8.13,s,i,n,f,f,p,d,a,1.738
1,13.06,x,s,w,f,s,c,y,7.58,b,i,n,f,f,w,d,u,1.7739999999999998
1,10.83,x,h,w,f,s,c,y,8.33,c,i,n,f,f,k,d,a,1.83
1,13.01,x,s,w,f,s,d,y,7.1,f,i,n,f,f,u,d,a,1.7149999999999999
1,6.76,x,s,w,f,s,c,y,7.59,s,i,n,f,f,k,d,a,1.577
1,13.95,x,s,n,f,s,c,p,8.05,r,i,n,f,f,g,d,u,1.655
1,12.08,x,s,g,f,s,c,p,6.55,f,i,n,f,f,p,d,a,1.6829999999999998
1,11.49,x,s,n,f,s,c,p,5.48,f,i,n,f,f,n,d,u,1.6280000000000001
1,11.81,x,h,g,f,s,d,y,8.26,s,i,n,f,f,k,d,u,1.784
1,5.86,x,s,w,f,s,c,p,7.09,c,i,n,f,f,w,d,u,1.73
1,9.7,x,h,n,f,s,c,y,6.33,r,i,n,f,f,k,d,u,1.716
1,11.88,x,h,n,f,s,d,p,7.64,f,i,n,f,f,n,d,a,1.809
1,15.41,x,h,y,f,s,c,p,8.89,c,i,n,f,f,p,d,a,1.857
1,12.16,x,s,n,f,s,c,p,7.42,s,i,n,f,f,u,d,u,1.8059999999999998
1,12.84,x,h,n,f,s,c,p,7.83,s,i,n,f,f,n,d,u,1.7730000000000001
1,14.01,x,s,g,f,s,c,p,7.46,f,i,n,f,f,k,d,a,1.7429999999999999
1,12.56,x,s,n,f,s,c,p,8.47,s,i,n,f,f,w,d,a,1.775
1,12.8,x,s,y,f,s,c,p,7.15,b,i,n,f,f,k,d,a,1.6969999999999998
1,11.74,x,s,n,f,s,c,p,7.88,s,i,n,f,f,g,d,a,1.7260000000000002
1,12.47,x,h,g,f,s,f,y,7.21,s,i,n,f,f,k,d,a,1.723
1,10.43,x,s,n,f,s,d,y,7.14,s,i,n,f,f,w,d,u,1.7079999999999997
1,12.19,x,s,y,f,s,c,y,7.77,c,i,n,f,f,n,d,a,1.7239999999999998
1,14.27,x,s,g,f,s,c,y,8.77,b,i,n,f,f,k,d,a,1.839
1,11.8,x,s,n,f,s,f,y,6.13,s,i,n,f,f,u,d,a,1.7440000000000002
1,12.44,x,h,y,f,s,c,p,8.62,f,i,n,f,f,k,d,a,1.7530000000000001
1,10.55,x,h,w,f,s,c,p,7.11,b,i,n,f,f,u,d,a,1.704
1,11.05,x,s,w,f,s,c,p,8.54,b,i,n,f,f,n,d,a,1.7260000000000002
1,13.61,x,s,w,f,s,c,p,7.69,s,i,n,f,f,n,d,u,1.8030000000000002
1,12.36,x,h,n,f,s,c,p,8.1,c,i,n,f,f,n,d,u,1.812
1,8.95,x,h,y,f,s,c,p,8.04,f,i,n,f,f,k,d,u,1.7600000000000002
1,12.9,x,h,w,f,s,f,p,7.26,s,i,n,f,f,k,d,a,1.6809999999999998
1,14.2,x,h,w,f,s,c,y,8.42,b,i,n,f,f,p,d,u,1.7719999999999998
1,8.73,x,s,n,f,s,d,p,5.94,b,i,n,f,f,k,d,a,1.6199999999999999
1,10.29,x,h,g,f,s,c,y,7.71,b,i,n,f,f,w,d,u,1.7489999999999999
1,10.09,x,s,y,f,s,f,y,7.26,s,i,n,f,f,p,d,a,1.689
1,12.44,x,h,n,f,s,d,p,7.94,c,i,n,f,f,n,d,a,1.7739999999999998
1,12.08,x,s,n,f,s,c,p,7.8,s,i,n,f,f,n,d,a,1.857
1,10.73,x,h,g,f,s,c,y,8.07,b,i,n,f,f,g,d,u,1.843
1,16.1,x,s,y,f,s,c,y,7.35,b,i,n,f,f,k,d,u,1.8050000000000002
1,13.3,x,s,n,f,s,d,p,7.87,r,i,n,f,f,w,d,u,1.86
1,9.87,x,s,y,f,s,c,p,8.85,b,i,n,f,f,n,d,u,1.794
1,11.7,x,h,w,f,s,c,p,7.28,b,i,n,f,f,p,d,u,1.799
1,12.02,x,h,g,f,s,d,y,7.83,c,i,n,f,f,k,d,a,1.8210000000000002
1,12.53,x,s,g,f,s,c,p,8.34,f,i,n,f,f,p,d,u,1.7890000000000001
1,9.79,x,s,y,f,s,c,p,8.02,f,i,n,f,f,n,d,u,1.7260000000000002
1,10.31,x,h,n,f,s,c,y,7.27,s,i,n,f,f,w,d,u,1.765
1,8.62,x,s,y,f,s,d,y,7.14,r,i,n,f,f,n,d,u,1.661
1,12.22,x,s,w,f,s,c,p,7.98,c,i,n,f,f,k,d,a,1.7690000000000001
1,11.6,x,s,w,f,s,c,y,7.73,b,i,n,f,f,p,d,u,1.67
1,12.22,x,s,w,f,s,c,p,7.49,b,i,n,f,f,w,d,u,1.8030000000000002
1,6.64,x,s,y,f,s,c,p,5.93,b,i,n,f,f,g,d,u,1.5050000000000001
1,14.67,x,s,y,f,s,d,y,8.18,r,i,n,f,f,w,d,u,1.7469999999999999
1,14.93,x,s,n,f,s,c,p,8.57,c,i,n,f,f,p,d,u,1.842
1,11.47,x,s,n,f,s,c,p,7.1,b,i,n,f,f,r,d,a,1.657
1,5.86,x,s,g,f,s,d,p,7.5,f,i,n,f,f,w,d,a,1.763
1,9.05,x,h,g,f,s,c,y,5.6,s,i,n,f,f,k,d,u,1.725
1,14.33,x,s,n,f,s,c,y,7.34,c,i,n,f,f,p,d,u,1.7579999999999998
1,9.47,x,h,n,f,s,f,y,6.67,s,i,n,f,f,k,d,a,1.732
1,13.33,x,h,y,f,s,c,p,8.65,r,i,n,f,f,w,d,a,1.765
1,10.14,x,s,g,f,s,c,y,7.87,c,i,n,f,f,w,d,a,1.791
1,12.88,x,s,g,f,s,c,y,7.41,b,i,n,f,f,n,d,a,1.875
1,12.81,x,s,w,f,s,c,y,9.09,s,i,n,f,f,n,d,u,1.907
1,10.27,x,s,w,f,s,c,p,7.2,f,i,n,f,f,k,d,u,1.673
1,10.69,x,s,n,f,s,c,y,7.23,b,i,n,f,f,n,d,a,1.7260000000000002
1,13.77,x,h,y,f,s,d,p,6.91,b,i,n,f,f,n,d,a,1.759
1,11.01,x,h,w,f,s,d,y,6.85,s,i,n,f,f,w,d,u,1.6149999999999998
1,5.86,x,s,y,f,s,d,y,7.82,b,i,n,f,f,k,d,u,1.7309999999999999
1,10.77,x,s,g,f,s,c,y,7.05,f,i,n,f,f,w,d,a,1.6760000000000002
1,12.03,x,h,g,f,s,c,p,7.22,s,i,n,f,f,n,d,a,1.7760000000000002
1,11.47,x,s,y,f,s,c,p,6.89,f,i,n,f,f,n,d,a,1.709
1,10.38,x,s,y,f,s,c,y,5.93,b,i,n,f,f,w,d,a,1.61
1,15.37,x,s,g,f,s,c,y,7.74,r,i,n,f,f,r,d,u,1.871
1,12.03,x,s,n,f,s,d,y,6.93,b,i,n,f,f,k,d,a,1.7469999999999999
1,10.48,x,s,w,f,s,c,p,7.3,r,i,n,f,f,p,d,a,1.8059999999999998
1,13.22,x,s,w,f,s,c,y,7.97,s,i,n,f,f,r,d,u,1.8670000000000002
1,13.0,x,s,n,f,s,c,y,8.21,c,i,n,f,f,w,d,u,1.7079999999999997
1,14.89,x,h,n,f,s,f,p,7.31,b,i,n,f,f,g,d,a,1.775
1,9.21,x,s,n,f,s,c,p,5.71,c,i,n,f,f,k,d,a,1.627
1,8.96,x,h,g,f,s,c,p,6.62,c,i,n,f,f,p,d,a,1.669
1,12.81,x,s,g,f,s,c,y,8.16,r,i,n,f,f,p,d,u,1.825
1,11.58,x,h,y,f,s,c,y,6.87,b,i,n,f,f,n,d,a,1.6179999999999999
1,14.05,x,s,n,f,s,c,p,8.34,r,i,n,f,f,k,d,u,1.763
1,12.38,x,s,n,f,s,c,y,8.63,r,i,n,f,f,k,d,u,1.718
1,14.2,x,h,g,f,s,d,p,7.59,b,i,n,f,f,n,d,a,1.698
1,13.64,x,s,g,f,s,f,y,6.81,r,i,n,f,f,k,d,a,1.7
1,13.04,x,h,w,f,s,c,y,7.26,r,i,n,f,f,k,d,u,1.7260000000000002
1,12.68,x,s,n,f,s,d,y,7.43,s,i,n,f,f,k,d,u,1.797
1,14.57,x,h,n,f,s,c,p,7.15,f,i,n,f,f,w,d,a,1.718
1,11.89,x,s,n,f,s,c,p,7.1,b,i,n,f,f,n,d,u,1.658
1,10.67,x,h,w,f,s,d,p,7.87,s,i,n,f,f,p,d,u,1.673
1,13.83,x,s,w,f,s,c,p,7.73,b,i,n,f,f,w,d,a,1.922
1,13.37,x,s,y,f,s,c,p,6.03,s,i,n,f,f,w,d,a,1.7129999999999999
1,12.89,x,h,g,f,s,d,p,7.38,s,i,n,f,f,n,d,u,1.7239999999999998
1,9.99,x,h,g,f,s,c,y,7.13,r,i,n,f,f,n,d,u,1.684
1,9.27,x,h,n,f,s,d,y,6.92,f,i,n,f,f,w,d,a,1.674
1,10.14,x,h,y,f,s,d,p,6.96,b,i,n,f,f,k,d,u,1.625
1,9.66,x,h,y,f,s,c,y,6.1,s,i,n,f,f,k,d,u,1.668
1,12.71,x,h,y,f,s,d,y,6.24,r,i,n,f,f,w,d,u,1.738
1,14.73,x,h,y,f,s,c,p,7.96,s,i,n,f,f,k,d,a,1.873
1,10.12,x,s,g,f,s,c,p,7.84,b,i,n,f,f,w,d,a,1.688
1,12.18,x,s,g,f,s,c,p,8.4,s,i,n,f,f,k,d,u,1.7449999999999999
1,13.32,x,s,n,f,s,f,p,7.07,b,i,n,f,f,n,d,u,1.764
1,10.28,x,s,g,f,s,c,y,7.28,f,i,n,f,f,p,d,a,1.6440000000000001
1,12.16,x,h,g,f,s,d,y,8.25,s,i,n,f,f,n,d,a,1.72
1,10.32,x,h,w,f,s,c,y,6.68,s,i,n,f,f,p,d,u,1.575
1,15.65,x,h,n,f,s,c,y,9.13,b,i,n,f,f,u,d,a,1.943
1,11.84,x,h,y,f,s,d,y,7.5,s,i,n,f,f,w,d,u,1.732
1,12.06,x,s,w,f,s,c,y,8.14,s,i,n,f,f,p,d,u,1.778
1,7.71,x,s,n,f,s,c,y,6.61,f,i,n,f,f,w,d,a,1.6780000000000002
1,10.6,x,h,y,f,s,c,p,7.19,r,i,n,f,f,k,d,u,1.641
1,14.22,x,s,y,f,s,d,p,7.7,b,i,n,f,f,p,d,u,1.85
1,13.42,x,h,y,f,s,c,p,8.58,b,i,n,f,f,w,d,a,1.8059999999999998
1,14.59,x,s,w,f,s,c,p,8.44,b,i,n,f,f,k,d,a,1.832
1,12.94,x,h,y,f,s,c,p,7.45,c,i,n,f,f,k,d,a,1.685
1,11.68,x,s,n,f,s,c,p,7.48,b,i,n,f,f,k,d,a,1.691
1,14.64,x,h,w,f,s,d,p,7.9,s,i,n,f,f,n,d,a,1.8059999999999998
1,9.45,x,h,n,f,s,d,y,7.95,b,i,n,f,f,n,d,a,1.7469999999999999
1,12.89,x,h,n,f,s,c,p,7.41,f,i,n,f,f,p,d,a,1.725
1,15.41,x,s,g,f,s,c,p,8.66,b,i,n,f,f,u,d,a,1.781
1,8.59,x,s,y,f,s,c,y,7.35,s,i,n,f,f,g,d,u,1.6670000000000003
1,10.83,x,h,w,f,s,c,y,8.0,s,i,n,f,f,k,d,u,1.813
1,13.24,x,h,w,f,s,d,y,6.28,c,i,n,f,f,n,d,a,1.798
1,13.48,x,s,n,f,s,d,p,7.35,s,i,n,f,f,p,d,a,1.7510000000000001
1,12.2,x,s,n,f,s,c,y,7.96,r,i,n,f,f,w,d,u,1.7440000000000002
1,10.99,x,h,n,f,s,c,y,7.13,f,i,n,f,f,n,d,u,1.77
1,11.33,x,h,g,f,s,c,p,5.81,b,i,n,f,f,k,d,u,1.637
1,13.52,x,s,n,f,s,c,y,6.74,b,i,n,f,f,k,d,u,1.687
1,13.13,x,h,w,f,s,c,p,7.31,s,i,n,f,f,w,d,u,1.814
1,9.81,x,s,n,f,s,c,y,7.81,s,i,n,f,f,g,d,a,1.81
1,10.73,x,s,y,f,s,c,y,5.93,s,i,n,f,f,k,d,u,1.8
1,10.19,x,s,g,f,s,d,p,6.66,r,i,n,f,f,n,d,a,1.763
1,10.89,x,s,w,f,s,c,y,6.84,b,i,n,f,f,k,d,a,1.766
1,11.26,x,s,g,f,s,d,y,6.05,f,i,n,f,f,n,d,u,1.577
1,9.17,x,h,n,f,s,d,p,5.86,b,i,n,f,f,k,d,a,1.5710000000000002
1,12.3,x,h,g,f,s,d,y,8.63,b,i,n,f,f,p,d,u,1.7719999999999998
1,10.17,x,h,y,f,s,c,y,7.21,f,i,n,f,f,p,d,a,1.709
1,10.45,x,h,w,f,s,c,y,6.23,r,i,n,f,f,w,d,a,1.597
1,13.05,x,h,n,f,s,c,p,8.23,r,i,n,f,f,k,d,a,1.784
1,15.53,x,s,w,f,s,c,p,7.59,s,i,n,f,f,k,d,a,1.818
1,8.47,x,s,w,f,s,c,p,6.95,c,i,n,f,f,n,d,u,1.7420000000000002
1,12.89,x,s,g,f,s,c,y,7.92,c,i,n,f,f,k,d,u,1.689
1,10.43,x,s,g,f,s,f,y,9.7,r,i,n,f,f,w,d,u,1.841
1,9.66,x,s,y,f,s,c,p,4.81,s,i,n,f,f,k,d,u,1.538
1,10.47,x,s,w,f,s,c,y,7.22,s,i,n,f,f,k,d,a,1.7129999999999999
1,9.95,x,s,n,f,s,d,p,6.02,b,i,n,f,f,k,d,a,1.61
1,11.5,x,h,n,f,s,c,p,7.32,s,i,n,f,f,g,d,u,1.72
1,10.82,x,h,y,f,s,c,p,6.75,b,i,n,f,f,r,d,u,1.673
1,5.86,x,h,w,f,s,c,p,8.29,b,i,n,f,f,u,d,u,1.884
1,9.09,x,s,g,f,s,c,y,7.44,b,i,n,f,f,g,d,u,1.754
1,12.43,x,h,w,f,s,c,p,5.78,s,i,n,f,f,w,d,a,1.654
1,13.6,x,s,g,f,s,c,p,9.48,s,i,n,f,f,p,d,u,1.86
1,10.07,x,s,y,f,s,c,y,6.03,c,i,n,f,f,n,d,u,1.593
1,12.75,x,s,y,f,s,c,p,6.9,r,i,n,f,f,k,d,u,1.6489999999999998
1,13.11,x,s,y,f,s,d,p,7.58,b,i,n,f,f,w,d,a,1.842
1,13.06,x,h,y,f,s,c,p,8.42,b,i,n,f,f,w,d,a,1.8199999999999998
1,9.08,x,h,y,f,s,c,p,6.28,f,i,n,f,f,p,d,a,1.564
1,12.96,x,s,g,f,s,c,p,8.07,b,i,n,f,f,w,d,a,1.7440000000000002
1,11.04,x,h,w,f,s,c,p,6.59,s,i,n,f,f,p,d,a,1.6800000000000002
1,14.76,x,h,g,f,s,c,y,8.01,r,i,n,f,f,k,d,a,1.8760000000000001
1,11.61,x,h,n,f,s,c,y,7.26,f,i,n,f,f,k,d,a,1.8350000000000002
1,11.39,x,s,y,f,s,d,y,6.4,s,i,n,f,f,k,d,a,1.653
1,11.52,x,s,w,f,s,d,p,6.74,r,i,n,f,f,k,d,a,1.6649999999999998
1,13.69,x,s,y,f,s,c,p,7.73,s,i,n,f,f,k,d,u,1.759
1,13.25,x,h,g,f,s,f,p,9.03,r,i,n,f,f,g,d,u,1.8539999999999999
1,11.6,x,s,n,f,s,f,y,8.32,f,i,n,f,f,n,d,u,1.895
1,11.44,x,h,y,f,s,d,p,7.42,s,i,n,f,f,k,d,a,1.7510000000000001
1,15.29,x,h,g,f,s,c,y,7.52,f,i,n,f,f,k,d,u,1.826
1,10.01,x,h,n,f,s,c,y,7.4,b,i,n,f,f,n,d,a,1.6940000000000002
1,12.37,x,h,w,f,s,f,p,7.7,r,i,n,f,f,k,d,u,1.826
1,14.97,x,h,y,f,s,f,p,7.41,b,i,n,f,f,k,d,a,1.72
1,10.86,x,h,g,f,s,d,y,6.75,r,i,n,f,f,w,d,u,1.686
1,11.14,x,h,w,f,s,c,y,7.42,s,i,n,f,f,n,d,u,1.714
1,10.03,x,h,y,f,s,d,y,5.89,b,i,n,f,f,n,d,u,1.7120000000000002
1,13.31,x,s,n,f,s,d,y,7.96,s,i,n,f,f,n,d,a,1.7899999999999998
1,6.71,x,h,n,f,s,c,p,6.19,s,i,n,f,f,w,d,u,1.693
1,9.74,x,h,w,f,s,c,p,7.83,s,i,n,f,f,k,d,u,1.6800000000000002
1,11.38,x,s,g,f,s,d,y,7.79,s,i,n,f,f,p,d,a,1.937
1,13.1,x,s,y,f,s,c,y,7.96,b,i,n,f,f,p,d,u,1.8699999999999999
1,13.56,x,h,n,f,s,f,y,7.58,s,i,n,f,f,k,d,a,1.7730000000000001
1,7.56,x,s,y,f,s,c,p,6.41,b,i,n,f,f,k,d,u,1.658
1,10.65,x,h,n,f,s,c,y,7.81,b,i,n,f,f,g,d,u,1.765
1,9.63,x,s,n,f,s,c,p,6.75,b,i,n,f,f,k,d,u,1.706
1,13.45,x,s,y,f,s,d,y,7.53,s,i,n,f,f,p,d,u,1.638
1,11.61,x,h,w,f,s,c,y,7.95,b,i,n,f,f,k,d,u,1.826
1,11.69,x,s,w,f,s,c,p,8.63,b,i,n,f,f,p,d,a,1.832
1,11.49,x,s,w,f,s,c,y,8.3,b,i,n,f,f,n,d,u,1.861
1,13.65,x,s,n,f,s,c,p,6.84,b,i,n,f,f,n,d,u,1.669
